"date","outbreak_group","outbreak_subgroup","number_ongoing_outbreaks"
"2021-08-26","3 Education","26 Camp - Day",5
"2021-08-26","3 Education","28 Camp - Unspecified",1
"2021-08-26","3 Education","7 School - Elementary",1
"2021-08-26","4 Workplace","12 Workplace - Farm",5
"2021-08-26","4 Workplace","13 Workplace - Food Processing",1
"2021-08-26","4 Workplace","14 Workplace - Other",26
"2021-08-26","4 Workplace","15 Retail",6
"2021-08-26","4 Workplace","16 Medical/Health Service",1
"2021-08-26","5 Recreational","17 Bar/restaurant/nightclub",15
"2021-08-26","5 Recreational","19 Recreational fitness",3
"2021-08-26","5 Recreational","20 Personal service settings",2
"2021-08-26","5 Recreational","21 Other recreation",9
"2021-08-26","6 Other/Unknown","23 Other",5
"2021-08-26","6 Other/Unknown","24 Unknown",7
"2021-08-27","1 Congregate Care","1 Long-Term Care Homes",5
"2021-08-27","1 Congregate Care","2 Hospitals",4
"2021-08-27","1 Congregate Care","3 Retirement Homes",3
"2021-08-27","2 Congregate Living","18 Short-term accommodations",1
"2021-08-27","2 Congregate Living","22 Congregate other",3
"2021-08-27","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-08-27","2 Congregate Living","5 Correctional Facility",1
"2021-08-27","2 Congregate Living","6 Shelter",4
"2021-08-27","3 Education","11 Child care",11
"2021-08-27","3 Education","26 Camp - Day",5
"2021-08-27","3 Education","28 Camp - Unspecified",1
"2021-08-27","3 Education","7 School - Elementary",1
"2021-08-27","4 Workplace","12 Workplace - Farm",4
"2021-08-27","4 Workplace","13 Workplace - Food Processing",1
"2021-08-27","4 Workplace","14 Workplace - Other",34
"2021-08-27","4 Workplace","15 Retail",7
"2021-08-27","4 Workplace","16 Medical/Health Service",1
"2021-08-27","5 Recreational","17 Bar/restaurant/nightclub",17
"2021-08-27","5 Recreational","19 Recreational fitness",3
"2021-08-27","5 Recreational","20 Personal service settings",1
"2021-08-27","5 Recreational","21 Other recreation",9
"2021-08-27","6 Other/Unknown","23 Other",4
"2021-08-27","6 Other/Unknown","24 Unknown",8
"2021-08-28","1 Congregate Care","1 Long-Term Care Homes",6
"2021-08-28","1 Congregate Care","2 Hospitals",4
"2021-08-28","1 Congregate Care","3 Retirement Homes",5
"2021-08-28","2 Congregate Living","18 Short-term accommodations",1
"2021-08-28","2 Congregate Living","22 Congregate other",4
"2021-08-28","2 Congregate Living","4 Group Home/Supportive Housing",4
"2021-08-28","2 Congregate Living","5 Correctional Facility",1
"2021-08-28","2 Congregate Living","6 Shelter",5
"2021-08-28","3 Education","11 Child care",12
"2021-08-28","3 Education","26 Camp - Day",5
"2021-08-28","3 Education","28 Camp - Unspecified",1
"2021-08-28","3 Education","7 School - Elementary",1
"2021-08-28","4 Workplace","12 Workplace - Farm",4
"2021-08-28","4 Workplace","13 Workplace - Food Processing",1
"2021-08-28","4 Workplace","14 Workplace - Other",30
"2021-08-28","4 Workplace","15 Retail",6
"2021-08-28","4 Workplace","16 Medical/Health Service",1
"2021-08-28","5 Recreational","17 Bar/restaurant/nightclub",17
"2021-08-28","5 Recreational","19 Recreational fitness",3
"2021-08-28","5 Recreational","20 Personal service settings",2
"2021-08-28","5 Recreational","21 Other recreation",9
"2021-08-28","6 Other/Unknown","23 Other",4
"2021-08-28","6 Other/Unknown","24 Unknown",13
"2021-08-29","1 Congregate Care","1 Long-Term Care Homes",7
"2021-08-29","1 Congregate Care","2 Hospitals",4
"2021-08-29","1 Congregate Care","3 Retirement Homes",5
"2021-08-29","2 Congregate Living","18 Short-term accommodations",1
"2021-08-29","2 Congregate Living","22 Congregate other",4
"2021-08-29","2 Congregate Living","4 Group Home/Supportive Housing",4
"2021-08-29","2 Congregate Living","5 Correctional Facility",2
"2021-08-29","2 Congregate Living","6 Shelter",6
"2021-08-29","3 Education","11 Child care",12
"2021-08-29","3 Education","26 Camp - Day",4
"2021-08-29","3 Education","28 Camp - Unspecified",1
"2021-08-29","3 Education","7 School - Elementary",1
"2021-08-29","4 Workplace","12 Workplace - Farm",4
"2021-08-29","4 Workplace","13 Workplace - Food Processing",2
"2021-08-29","4 Workplace","14 Workplace - Other",30
"2021-08-29","4 Workplace","15 Retail",6
"2021-08-29","4 Workplace","16 Medical/Health Service",1
"2021-08-29","5 Recreational","17 Bar/restaurant/nightclub",14
"2021-08-29","5 Recreational","19 Recreational fitness",3
"2021-08-29","5 Recreational","20 Personal service settings",1
"2021-08-29","5 Recreational","21 Other recreation",10
"2021-08-29","6 Other/Unknown","23 Other",4
"2021-08-29","6 Other/Unknown","24 Unknown",15
"2021-08-30","1 Congregate Care","1 Long-Term Care Homes",7
"2021-08-30","1 Congregate Care","2 Hospitals",4
"2021-08-30","1 Congregate Care","3 Retirement Homes",5
"2021-08-30","2 Congregate Living","18 Short-term accommodations",1
"2021-08-30","2 Congregate Living","22 Congregate other",4
"2021-08-30","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-08-30","2 Congregate Living","5 Correctional Facility",2
"2021-08-30","2 Congregate Living","6 Shelter",6
"2021-08-30","3 Education","11 Child care",12
"2021-08-30","3 Education","26 Camp - Day",4
"2021-08-30","3 Education","28 Camp - Unspecified",1
"2021-08-30","3 Education","7 School - Elementary",1
"2021-08-30","4 Workplace","12 Workplace - Farm",4
"2021-08-30","4 Workplace","13 Workplace - Food Processing",2
"2021-08-30","4 Workplace","14 Workplace - Other",28
"2021-08-30","4 Workplace","15 Retail",6
"2021-08-30","4 Workplace","16 Medical/Health Service",1
"2021-08-30","5 Recreational","17 Bar/restaurant/nightclub",13
"2021-08-30","5 Recreational","19 Recreational fitness",3
"2021-08-30","5 Recreational","20 Personal service settings",1
"2021-08-30","5 Recreational","21 Other recreation",11
"2021-08-30","6 Other/Unknown","23 Other",5
"2021-08-30","6 Other/Unknown","24 Unknown",13
"2021-08-31","1 Congregate Care","1 Long-Term Care Homes",7
"2021-08-31","1 Congregate Care","2 Hospitals",5
"2021-08-31","1 Congregate Care","3 Retirement Homes",6
"2021-08-31","2 Congregate Living","18 Short-term accommodations",1
"2021-08-31","2 Congregate Living","22 Congregate other",6
"2021-08-31","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-08-31","2 Congregate Living","5 Correctional Facility",2
"2021-08-31","2 Congregate Living","6 Shelter",6
"2021-08-31","3 Education","11 Child care",12
"2021-08-31","3 Education","26 Camp - Day",2
"2021-08-31","3 Education","28 Camp - Unspecified",1
"2021-08-31","3 Education","7 School - Elementary",1
"2021-08-31","4 Workplace","12 Workplace - Farm",4
"2021-08-31","4 Workplace","13 Workplace - Food Processing",2
"2021-08-31","4 Workplace","14 Workplace - Other",28
"2021-08-31","4 Workplace","15 Retail",7
"2021-08-31","4 Workplace","16 Medical/Health Service",2
"2021-08-31","5 Recreational","17 Bar/restaurant/nightclub",12
"2021-08-31","5 Recreational","19 Recreational fitness",4
"2021-08-31","5 Recreational","20 Personal service settings",1
"2021-08-31","5 Recreational","21 Other recreation",11
"2021-08-31","6 Other/Unknown","23 Other",5
"2021-08-31","6 Other/Unknown","24 Unknown",12
"2021-09-01","1 Congregate Care","1 Long-Term Care Homes",6
"2021-09-01","1 Congregate Care","2 Hospitals",5
"2021-09-01","1 Congregate Care","3 Retirement Homes",6
"2021-09-01","2 Congregate Living","18 Short-term accommodations",1
"2021-09-01","2 Congregate Living","22 Congregate other",6
"2021-09-01","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-09-01","2 Congregate Living","5 Correctional Facility",2
"2021-09-01","2 Congregate Living","6 Shelter",5
"2021-09-01","3 Education","11 Child care",16
"2021-09-01","3 Education","26 Camp - Day",2
"2021-09-01","3 Education","28 Camp - Unspecified",1
"2021-09-01","3 Education","7 School - Elementary",1
"2021-09-01","4 Workplace","12 Workplace - Farm",4
"2021-09-01","4 Workplace","13 Workplace - Food Processing",2
"2021-09-01","4 Workplace","14 Workplace - Other",27
"2021-09-01","4 Workplace","15 Retail",8
"2021-09-01","4 Workplace","16 Medical/Health Service",2
"2021-09-01","5 Recreational","17 Bar/restaurant/nightclub",9
"2021-09-01","5 Recreational","19 Recreational fitness",4
"2021-09-01","5 Recreational","20 Personal service settings",2
"2021-09-01","5 Recreational","21 Other recreation",12
"2021-09-01","6 Other/Unknown","23 Other",3
"2021-09-01","6 Other/Unknown","24 Unknown",10
"2021-09-02","1 Congregate Care","1 Long-Term Care Homes",6
"2021-09-02","1 Congregate Care","2 Hospitals",5
"2021-09-02","1 Congregate Care","3 Retirement Homes",6
"2021-09-02","2 Congregate Living","18 Short-term accommodations",1
"2021-09-02","2 Congregate Living","22 Congregate other",6
"2021-09-02","2 Congregate Living","4 Group Home/Supportive Housing",6
"2021-09-02","2 Congregate Living","5 Correctional Facility",1
"2021-09-02","2 Congregate Living","6 Shelter",6
"2021-09-02","3 Education","11 Child care",18
"2021-09-02","3 Education","26 Camp - Day",3
"2021-09-02","3 Education","28 Camp - Unspecified",1
"2021-09-02","3 Education","7 School - Elementary",1
"2021-09-02","4 Workplace","12 Workplace - Farm",4
"2021-09-02","4 Workplace","13 Workplace - Food Processing",2
"2021-09-02","4 Workplace","14 Workplace - Other",28
"2021-09-02","4 Workplace","15 Retail",7
"2021-09-02","4 Workplace","16 Medical/Health Service",2
"2021-09-02","5 Recreational","17 Bar/restaurant/nightclub",10
"2021-09-02","5 Recreational","19 Recreational fitness",3
"2021-09-02","5 Recreational","20 Personal service settings",3
"2021-09-02","5 Recreational","21 Other recreation",13
"2021-09-02","6 Other/Unknown","23 Other",3
"2021-09-02","6 Other/Unknown","24 Unknown",10
"2021-09-03","1 Congregate Care","1 Long-Term Care Homes",7
"2021-09-03","1 Congregate Care","2 Hospitals",4
"2021-09-03","1 Congregate Care","3 Retirement Homes",6
"2021-09-03","2 Congregate Living","18 Short-term accommodations",1
"2021-09-03","2 Congregate Living","22 Congregate other",5
"2021-09-03","2 Congregate Living","4 Group Home/Supportive Housing",6
"2021-09-03","2 Congregate Living","5 Correctional Facility",2
"2021-09-03","2 Congregate Living","6 Shelter",4
"2021-09-03","3 Education","11 Child care",20
"2021-09-03","3 Education","26 Camp - Day",1
"2021-09-03","3 Education","28 Camp - Unspecified",2
"2021-09-03","3 Education","7 School - Elementary",1
"2021-09-03","4 Workplace","12 Workplace - Farm",5
"2021-09-03","4 Workplace","13 Workplace - Food Processing",2
"2021-09-03","4 Workplace","14 Workplace - Other",32
"2021-09-03","4 Workplace","15 Retail",5
"2021-09-03","4 Workplace","16 Medical/Health Service",2
"2021-09-03","5 Recreational","17 Bar/restaurant/nightclub",12
"2021-09-03","5 Recreational","19 Recreational fitness",3
"2021-09-03","5 Recreational","20 Personal service settings",3
"2021-09-03","5 Recreational","21 Other recreation",13
"2021-09-03","6 Other/Unknown","23 Other",3
"2021-09-03","6 Other/Unknown","24 Unknown",13
"2021-09-04","1 Congregate Care","1 Long-Term Care Homes",8
"2021-09-04","1 Congregate Care","2 Hospitals",4
"2021-09-04","1 Congregate Care","3 Retirement Homes",6
"2021-09-04","2 Congregate Living","18 Short-term accommodations",1
"2021-09-04","2 Congregate Living","22 Congregate other",5
"2021-09-04","2 Congregate Living","4 Group Home/Supportive Housing",6
"2021-09-04","2 Congregate Living","5 Correctional Facility",2
"2021-09-04","2 Congregate Living","6 Shelter",4
"2021-09-04","3 Education","11 Child care",21
"2021-09-04","3 Education","26 Camp - Day",2
"2021-09-04","3 Education","28 Camp - Unspecified",2
"2021-09-04","3 Education","7 School - Elementary",1
"2021-09-04","4 Workplace","12 Workplace - Farm",5
"2021-09-04","4 Workplace","13 Workplace - Food Processing",2
"2021-09-04","4 Workplace","14 Workplace - Other",32
"2021-09-04","4 Workplace","15 Retail",3
"2021-09-04","4 Workplace","16 Medical/Health Service",2
"2021-09-04","5 Recreational","17 Bar/restaurant/nightclub",11
"2021-09-04","5 Recreational","19 Recreational fitness",3
"2021-09-04","5 Recreational","20 Personal service settings",3
"2021-09-04","5 Recreational","21 Other recreation",11
"2021-09-04","6 Other/Unknown","23 Other",3
"2021-09-04","6 Other/Unknown","24 Unknown",12
"2021-09-05","1 Congregate Care","1 Long-Term Care Homes",8
"2021-09-05","1 Congregate Care","2 Hospitals",4
"2021-09-05","1 Congregate Care","3 Retirement Homes",6
"2021-09-05","2 Congregate Living","18 Short-term accommodations",1
"2021-09-05","2 Congregate Living","22 Congregate other",5
"2021-09-05","2 Congregate Living","4 Group Home/Supportive Housing",8
"2021-09-05","2 Congregate Living","5 Correctional Facility",2
"2021-09-05","2 Congregate Living","6 Shelter",3
"2021-09-05","3 Education","11 Child care",25
"2021-09-05","3 Education","26 Camp - Day",2
"2021-09-05","3 Education","28 Camp - Unspecified",2
"2021-09-05","3 Education","7 School - Elementary",1
"2021-09-05","4 Workplace","12 Workplace - Farm",4
"2021-09-05","4 Workplace","13 Workplace - Food Processing",1
"2021-09-05","4 Workplace","14 Workplace - Other",35
"2021-09-05","4 Workplace","15 Retail",3
"2021-09-05","4 Workplace","16 Medical/Health Service",2
"2021-09-05","5 Recreational","17 Bar/restaurant/nightclub",13
"2021-09-05","5 Recreational","19 Recreational fitness",2
"2021-09-05","5 Recreational","20 Personal service settings",4
"2021-09-05","5 Recreational","21 Other recreation",10
"2021-09-05","6 Other/Unknown","23 Other",3
"2021-09-05","6 Other/Unknown","24 Unknown",12
"2021-09-06","1 Congregate Care","1 Long-Term Care Homes",7
"2021-09-06","1 Congregate Care","2 Hospitals",5
"2021-09-06","1 Congregate Care","3 Retirement Homes",5
"2021-09-06","2 Congregate Living","18 Short-term accommodations",2
"2021-09-06","2 Congregate Living","22 Congregate other",5
"2021-09-06","2 Congregate Living","4 Group Home/Supportive Housing",7
"2021-09-06","2 Congregate Living","5 Correctional Facility",2
"2021-09-06","2 Congregate Living","6 Shelter",3
"2021-09-06","3 Education","11 Child care",25
"2021-09-06","3 Education","26 Camp - Day",4
"2021-09-06","3 Education","28 Camp - Unspecified",2
"2021-09-06","3 Education","7 School - Elementary",1
"2021-09-06","4 Workplace","12 Workplace - Farm",4
"2021-09-06","4 Workplace","13 Workplace - Food Processing",1
"2021-09-06","4 Workplace","14 Workplace - Other",39
"2021-09-06","4 Workplace","15 Retail",3
"2021-09-06","4 Workplace","16 Medical/Health Service",3
"2021-09-06","5 Recreational","17 Bar/restaurant/nightclub",13
"2021-09-06","5 Recreational","19 Recreational fitness",3
"2021-09-06","5 Recreational","20 Personal service settings",3
"2021-09-06","5 Recreational","21 Other recreation",15
"2021-09-06","6 Other/Unknown","23 Other",3
"2021-09-06","6 Other/Unknown","24 Unknown",4
"2021-09-07","1 Congregate Care","1 Long-Term Care Homes",8
"2021-09-07","1 Congregate Care","2 Hospitals",6
"2021-09-07","1 Congregate Care","3 Retirement Homes",5
"2021-09-07","2 Congregate Living","18 Short-term accommodations",3
"2021-09-07","2 Congregate Living","22 Congregate other",5
"2021-09-07","2 Congregate Living","4 Group Home/Supportive Housing",7
"2021-09-07","2 Congregate Living","5 Correctional Facility",2
"2021-09-07","2 Congregate Living","6 Shelter",3
"2021-09-07","3 Education","11 Child care",24
"2021-09-07","3 Education","26 Camp - Day",5
"2021-09-07","3 Education","28 Camp - Unspecified",2
"2021-09-07","3 Education","7 School - Elementary",1
"2021-09-07","4 Workplace","12 Workplace - Farm",4
"2021-09-07","4 Workplace","13 Workplace - Food Processing",1
"2021-09-07","4 Workplace","14 Workplace - Other",40
"2021-09-07","4 Workplace","15 Retail",5
"2021-09-07","4 Workplace","16 Medical/Health Service",3
"2021-09-07","5 Recreational","17 Bar/restaurant/nightclub",13
"2021-09-07","5 Recreational","19 Recreational fitness",5
"2021-09-07","5 Recreational","20 Personal service settings",3
"2021-09-07","5 Recreational","21 Other recreation",14
"2021-09-07","6 Other/Unknown","23 Other",3
"2021-09-08","1 Congregate Care","1 Long-Term Care Homes",7
"2021-09-08","1 Congregate Care","2 Hospitals",6
"2021-09-08","1 Congregate Care","3 Retirement Homes",5
"2021-09-08","2 Congregate Living","18 Short-term accommodations",1
"2021-09-08","2 Congregate Living","22 Congregate other",5
"2021-09-08","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-09-08","2 Congregate Living","5 Correctional Facility",2
"2021-09-08","2 Congregate Living","6 Shelter",3
"2021-09-08","3 Education","11 Child care",21
"2021-09-08","3 Education","26 Camp - Day",6
"2021-09-08","3 Education","28 Camp - Unspecified",1
"2021-09-08","3 Education","7 School - Elementary",1
"2021-09-08","4 Workplace","12 Workplace - Farm",4
"2021-09-08","4 Workplace","13 Workplace - Food Processing",1
"2021-09-08","4 Workplace","14 Workplace - Other",37
"2021-09-08","4 Workplace","15 Retail",5
"2021-09-08","4 Workplace","16 Medical/Health Service",2
"2021-09-08","5 Recreational","17 Bar/restaurant/nightclub",10
"2021-09-08","5 Recreational","19 Recreational fitness",4
"2021-09-08","5 Recreational","20 Personal service settings",3
"2021-09-08","5 Recreational","21 Other recreation",13
"2021-09-08","6 Other/Unknown","23 Other",2
"2021-09-09","1 Congregate Care","1 Long-Term Care Homes",8
"2021-09-09","1 Congregate Care","2 Hospitals",6
"2021-09-09","1 Congregate Care","3 Retirement Homes",5
"2021-09-09","2 Congregate Living","18 Short-term accommodations",1
"2021-09-09","2 Congregate Living","22 Congregate other",4
"2021-09-09","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-09-09","2 Congregate Living","5 Correctional Facility",2
"2021-09-09","2 Congregate Living","6 Shelter",5
"2021-09-09","3 Education","11 Child care",21
"2021-09-09","3 Education","26 Camp - Day",6
"2021-09-09","3 Education","7 School - Elementary",1
"2021-09-09","4 Workplace","12 Workplace - Farm",5
"2021-09-09","4 Workplace","13 Workplace - Food Processing",1
"2021-09-09","4 Workplace","14 Workplace - Other",36
"2021-09-09","4 Workplace","15 Retail",4
"2021-09-09","4 Workplace","16 Medical/Health Service",2
"2021-09-09","5 Recreational","17 Bar/restaurant/nightclub",6
"2021-09-09","5 Recreational","19 Recreational fitness",3
"2021-09-09","5 Recreational","20 Personal service settings",3
"2021-09-09","5 Recreational","21 Other recreation",13
"2021-09-09","6 Other/Unknown","23 Other",1
"2021-09-09","6 Other/Unknown","24 Unknown",3
"2021-09-10","1 Congregate Care","1 Long-Term Care Homes",7
"2021-09-10","1 Congregate Care","2 Hospitals",5
"2021-09-10","1 Congregate Care","3 Retirement Homes",7
"2021-09-10","2 Congregate Living","22 Congregate other",6
"2021-09-10","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-09-10","2 Congregate Living","5 Correctional Facility",2
"2021-09-10","2 Congregate Living","6 Shelter",5
"2021-09-10","3 Education","11 Child care",22
"2021-09-10","3 Education","26 Camp - Day",5
"2021-09-10","3 Education","7 School - Elementary",1
"2021-09-10","4 Workplace","12 Workplace - Farm",5
"2021-09-10","4 Workplace","13 Workplace - Food Processing",1
"2021-09-10","4 Workplace","14 Workplace - Other",34
"2021-09-10","4 Workplace","15 Retail",5
"2021-09-10","4 Workplace","16 Medical/Health Service",1
"2021-09-10","5 Recreational","17 Bar/restaurant/nightclub",8
"2021-09-10","5 Recreational","19 Recreational fitness",4
"2021-09-10","5 Recreational","20 Personal service settings",3
"2021-09-10","5 Recreational","21 Other recreation",15
"2021-09-10","6 Other/Unknown","23 Other",1
"2021-09-10","6 Other/Unknown","24 Unknown",2
"2021-09-11","1 Congregate Care","1 Long-Term Care Homes",7
"2021-09-11","1 Congregate Care","2 Hospitals",4
"2021-09-11","1 Congregate Care","3 Retirement Homes",6
"2021-09-11","2 Congregate Living","22 Congregate other",6
"2021-09-11","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-09-11","2 Congregate Living","5 Correctional Facility",3
"2021-09-11","2 Congregate Living","6 Shelter",6
"2021-09-11","3 Education","10 School - Post-Secondary",1
"2021-09-11","3 Education","11 Child care",21
"2021-09-11","3 Education","26 Camp - Day",5
"2021-09-11","3 Education","7 School - Elementary",1
"2021-09-11","4 Workplace","12 Workplace - Farm",6
"2021-09-11","4 Workplace","13 Workplace - Food Processing",1
"2021-09-11","4 Workplace","14 Workplace - Other",27
"2021-09-11","4 Workplace","15 Retail",5
"2021-09-11","4 Workplace","16 Medical/Health Service",1
"2021-09-11","5 Recreational","17 Bar/restaurant/nightclub",9
"2021-09-11","5 Recreational","19 Recreational fitness",2
"2021-09-11","5 Recreational","20 Personal service settings",2
"2021-09-11","5 Recreational","21 Other recreation",12
"2021-09-11","6 Other/Unknown","23 Other",1
"2021-09-11","6 Other/Unknown","24 Unknown",4
"2021-09-12","1 Congregate Care","1 Long-Term Care Homes",6
"2021-09-12","1 Congregate Care","2 Hospitals",4
"2021-09-12","1 Congregate Care","3 Retirement Homes",7
"2021-09-12","2 Congregate Living","18 Short-term accommodations",1
"2021-09-12","2 Congregate Living","22 Congregate other",5
"2021-09-12","2 Congregate Living","4 Group Home/Supportive Housing",4
"2021-09-12","2 Congregate Living","5 Correctional Facility",3
"2021-09-12","2 Congregate Living","6 Shelter",6
"2021-09-12","3 Education","10 School - Post-Secondary",1
"2021-09-12","3 Education","11 Child care",20
"2021-09-12","3 Education","26 Camp - Day",6
"2021-09-12","3 Education","7 School - Elementary",1
"2021-09-12","4 Workplace","12 Workplace - Farm",6
"2021-09-12","4 Workplace","13 Workplace - Food Processing",1
"2021-09-12","4 Workplace","14 Workplace - Other",30
"2021-09-12","4 Workplace","15 Retail",6
"2021-09-12","4 Workplace","16 Medical/Health Service",1
"2021-09-12","5 Recreational","17 Bar/restaurant/nightclub",11
"2021-09-12","5 Recreational","19 Recreational fitness",2
"2021-09-12","5 Recreational","20 Personal service settings",2
"2021-09-12","5 Recreational","21 Other recreation",11
"2021-09-12","6 Other/Unknown","23 Other",2
"2021-09-12","6 Other/Unknown","24 Unknown",3
"2021-09-13","1 Congregate Care","1 Long-Term Care Homes",6
"2021-09-13","1 Congregate Care","2 Hospitals",5
"2021-09-13","1 Congregate Care","3 Retirement Homes",7
"2021-09-13","2 Congregate Living","18 Short-term accommodations",1
"2021-09-13","2 Congregate Living","22 Congregate other",4
"2021-09-13","2 Congregate Living","4 Group Home/Supportive Housing",4
"2021-09-13","2 Congregate Living","5 Correctional Facility",3
"2021-09-13","2 Congregate Living","6 Shelter",6
"2021-09-13","3 Education","10 School - Post-Secondary",1
"2021-09-13","3 Education","11 Child care",19
"2021-09-13","3 Education","26 Camp - Day",5
"2021-09-13","3 Education","7 School - Elementary",1
"2021-09-13","4 Workplace","12 Workplace - Farm",6
"2021-09-13","4 Workplace","13 Workplace - Food Processing",1
"2021-09-13","4 Workplace","14 Workplace - Other",30
"2021-09-13","4 Workplace","15 Retail",6
"2021-09-13","4 Workplace","16 Medical/Health Service",1
"2021-09-13","5 Recreational","17 Bar/restaurant/nightclub",11
"2021-09-13","5 Recreational","19 Recreational fitness",2
"2021-09-13","5 Recreational","20 Personal service settings",2
"2021-09-13","5 Recreational","21 Other recreation",13
"2021-09-13","6 Other/Unknown","23 Other",2
"2021-09-13","6 Other/Unknown","24 Unknown",4
"2021-09-14","1 Congregate Care","1 Long-Term Care Homes",6
"2021-09-14","1 Congregate Care","2 Hospitals",4
"2021-09-14","1 Congregate Care","3 Retirement Homes",8
"2021-09-14","2 Congregate Living","18 Short-term accommodations",1
"2021-09-14","2 Congregate Living","22 Congregate other",4
"2021-09-14","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-09-14","2 Congregate Living","5 Correctional Facility",4
"2021-09-14","2 Congregate Living","6 Shelter",6
"2021-09-14","3 Education","10 School - Post-Secondary",1
"2021-09-14","3 Education","11 Child care",20
"2021-09-14","3 Education","26 Camp - Day",5
"2021-09-14","3 Education","7 School - Elementary",2
"2021-09-14","4 Workplace","12 Workplace - Farm",6
"2021-09-14","4 Workplace","13 Workplace - Food Processing",1
"2021-09-14","4 Workplace","14 Workplace - Other",33
"2021-09-14","4 Workplace","15 Retail",7
"2021-09-14","4 Workplace","16 Medical/Health Service",1
"2021-09-14","5 Recreational","17 Bar/restaurant/nightclub",8
"2021-09-14","5 Recreational","19 Recreational fitness",3
"2021-09-14","5 Recreational","20 Personal service settings",2
"2021-09-14","5 Recreational","21 Other recreation",13
"2021-09-14","6 Other/Unknown","23 Other",2
"2021-09-14","6 Other/Unknown","24 Unknown",6
"2021-09-15","1 Congregate Care","1 Long-Term Care Homes",6
"2021-09-15","1 Congregate Care","2 Hospitals",4
"2021-09-15","1 Congregate Care","3 Retirement Homes",7
"2021-09-15","2 Congregate Living","18 Short-term accommodations",1
"2021-09-15","2 Congregate Living","22 Congregate other",4
"2021-09-15","2 Congregate Living","4 Group Home/Supportive Housing",6
"2021-09-15","2 Congregate Living","5 Correctional Facility",4
"2021-09-15","2 Congregate Living","6 Shelter",5
"2021-09-15","3 Education","11 Child care",22
"2021-09-15","3 Education","26 Camp - Day",6
"2021-09-15","3 Education","7 School - Elementary",4
"2021-09-15","3 Education","8 School - Secondary",1
"2021-09-15","4 Workplace","12 Workplace - Farm",7
"2021-09-15","4 Workplace","13 Workplace - Food Processing",1
"2021-09-15","4 Workplace","14 Workplace - Other",32
"2021-09-15","4 Workplace","15 Retail",7
"2021-09-15","4 Workplace","16 Medical/Health Service",1
"2021-09-15","5 Recreational","17 Bar/restaurant/nightclub",6
"2021-09-15","5 Recreational","19 Recreational fitness",3
"2021-09-15","5 Recreational","20 Personal service settings",1
"2021-09-15","5 Recreational","21 Other recreation",13
"2021-09-15","6 Other/Unknown","23 Other",2
"2021-09-15","6 Other/Unknown","24 Unknown",6
"2021-09-16","1 Congregate Care","1 Long-Term Care Homes",6
"2021-09-16","1 Congregate Care","2 Hospitals",3
"2021-09-16","1 Congregate Care","3 Retirement Homes",6
"2021-09-16","2 Congregate Living","18 Short-term accommodations",1
"2021-09-16","2 Congregate Living","22 Congregate other",5
"2021-09-16","2 Congregate Living","4 Group Home/Supportive Housing",5
"2021-09-16","2 Congregate Living","5 Correctional Facility",4
"2021-09-16","2 Congregate Living","6 Shelter",5
"2021-09-16","3 Education","11 Child care",21
"2021-09-16","3 Education","26 Camp - Day",6
"2021-09-16","3 Education","7 School - Elementary",9
"2021-09-16","3 Education","8 School - Secondary",1
"2021-09-16","4 Workplace","12 Workplace - Farm",7
"2021-09-16","4 Workplace","13 Workplace - Food Processing",1
"2021-09-16","4 Workplace","14 Workplace - Other",29
"2021-09-16","4 Workplace","15 Retail",6
"2021-09-16","4 Workplace","16 Medical/Health Service",1
"2021-09-16","5 Recreational","17 Bar/restaurant/nightclub",4
"2021-09-16","5 Recreational","19 Recreational fitness",3
"2021-09-16","5 Recreational","20 Personal service settings",1
"2021-09-16","5 Recreational","21 Other recreation",14
"2021-09-16","6 Other/Unknown","23 Other",2
"2021-09-16","6 Other/Unknown","24 Unknown",6
"2021-09-17","1 Congregate Care","1 Long-Term Care Homes",7
"2021-09-17","1 Congregate Care","2 Hospitals",3
"2021-09-17","1 Congregate Care","3 Retirement Homes",6
"2021-09-17","2 Congregate Living","18 Short-term accommodations",1
"2021-09-17","2 Congregate Living","22 Congregate other",5
"2021-09-17","2 Congregate Living","4 Group Home/Supportive Housing",4
"2021-09-17","2 Congregate Living","5 Correctional Facility",3
"2021-09-17","2 Congregate Living","6 Shelter",5
"2021-09-17","3 Education","11 Child care",20
"2021-09-17","3 Education","26 Camp - Day",6
"2021-09-17","3 Education","7 School - Elementary",15
"2021-09-17","3 Education","8 School - Secondary",5
"2021-09-17","4 Workplace","12 Workplace - Farm",8
"2021-09-17","4 Workplace","13 Workplace - Food Processing",1
"2021-09-17","4 Workplace","14 Workplace - Other",29
"2021-09-17","4 Workplace","15 Retail",8
"2021-09-17","5 Recreational","17 Bar/restaurant/nightclub",3
"2021-09-17","5 Recreational","19 Recreational fitness",3
"2021-09-17","5 Recreational","20 Personal service settings",1
"2021-09-17","5 Recreational","21 Other recreation",16
