"REF_DATE","GEO","DGUID","Gender","Age group","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Quebec Region","2016A00012","Not stated, gender","20 to 29 years","No, hospitalized","Number","223","units","0","v1160875468","3.4.3.7","6","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","20 to 29 years","Not stated, hospitalized","Number","223","units","0","v1160875469","3.4.3.8","18","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","20 to 29 years","Total, by intensive care unit admittance","Number","223","units","0","v1160875470","3.4.3.9","24","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","20 to 29 years","Yes, intensive care unit","Number","223","units","0","v1160875471","3.4.3.10","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","20 to 29 years","No, intensive care unit","Number","223","units","0","v1160875472","3.4.3.11","6","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","20 to 29 years","Not stated, intensive care unit","Number","223","units","0","v1160875473","3.4.3.12","18","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","20 to 29 years","Total, by death status","Number","223","units","0","v1160875474","3.4.3.13","24","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","20 to 29 years","Yes, deceased","Number","223","units","0","v1160875475","3.4.3.14","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","20 to 29 years","No, not deceased","Number","223","units","0","v1160875476","3.4.3.15","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","20 to 29 years","Not stated, deceased","Number","223","units","0","v1160875477","3.4.3.16","22","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Total, by transmission","Number","223","units","0","v1160875478","3.4.4.1","22","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Community exposures","Number","223","units","0","v1160875479","3.4.4.2","20","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Travel exposures","Number","223","units","0","v1160875480","3.4.4.3","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Not stated, transmission","Number","223","units","0","v1160875481","3.4.4.4","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Total, by hospitalization status","Number","223","units","0","v1160875482","3.4.4.5","22","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Yes, hospitalized","Number","223","units","0","v1160875483","3.4.4.6","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","No, hospitalized","Number","223","units","0","v1160875484","3.4.4.7","10","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Not stated, hospitalized","Number","223","units","0","v1160875485","3.4.4.8","12","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Total, by intensive care unit admittance","Number","223","units","0","v1160875486","3.4.4.9","22","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Yes, intensive care unit","Number","223","units","0","v1160875487","3.4.4.10","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","No, intensive care unit","Number","223","units","0","v1160875488","3.4.4.11","10","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Not stated, intensive care unit","Number","223","units","0","v1160875489","3.4.4.12","12","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Total, by death status","Number","223","units","0","v1160875490","3.4.4.13","22","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Yes, deceased","Number","223","units","0","v1160875491","3.4.4.14","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","No, not deceased","Number","223","units","0","v1160875492","3.4.4.15","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","30 to 39 years","Not stated, deceased","Number","223","units","0","v1160875493","3.4.4.16","20","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Total, by transmission","Number","223","units","0","v1160875494","3.4.5.1","17","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Community exposures","Number","223","units","0","v1160875495","3.4.5.2","16","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Travel exposures","Number","223","units","0","v1160875496","3.4.5.3","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Not stated, transmission","Number","223","units","0","v1160875497","3.4.5.4","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Total, by hospitalization status","Number","223","units","0","v1160875498","3.4.5.5","17","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Yes, hospitalized","Number","223","units","0","v1160875499","3.4.5.6","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","No, hospitalized","Number","223","units","0","v1160875500","3.4.5.7","5","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Not stated, hospitalized","Number","223","units","0","v1160875501","3.4.5.8","12","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Total, by intensive care unit admittance","Number","223","units","0","v1160875502","3.4.5.9","17","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Yes, intensive care unit","Number","223","units","0","v1160875503","3.4.5.10","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","No, intensive care unit","Number","223","units","0","v1160875504","3.4.5.11","5","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Not stated, intensive care unit","Number","223","units","0","v1160875505","3.4.5.12","12","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Total, by death status","Number","223","units","0","v1160875506","3.4.5.13","17","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Yes, deceased","Number","223","units","0","v1160875507","3.4.5.14","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","No, not deceased","Number","223","units","0","v1160875508","3.4.5.15","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","40 to 49 years","Not stated, deceased","Number","223","units","0","v1160875509","3.4.5.16","17","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Total, by transmission","Number","223","units","0","v1160875510","3.4.6.1","7","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Community exposures","Number","223","units","0","v1160875511","3.4.6.2","7","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Travel exposures","Number","223","units","0","v1160875512","3.4.6.3","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Not stated, transmission","Number","223","units","0","v1160875513","3.4.6.4","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Total, by hospitalization status","Number","223","units","0","v1160875514","3.4.6.5","7","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Yes, hospitalized","Number","223","units","0","v1160875515","3.4.6.6","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","No, hospitalized","Number","223","units","0","v1160875516","3.4.6.7","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Not stated, hospitalized","Number","223","units","0","v1160875517","3.4.6.8","5","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Total, by intensive care unit admittance","Number","223","units","0","v1160875518","3.4.6.9","7","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Yes, intensive care unit","Number","223","units","0","v1160875519","3.4.6.10","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","No, intensive care unit","Number","223","units","0","v1160875520","3.4.6.11","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Not stated, intensive care unit","Number","223","units","0","v1160875521","3.4.6.12","5","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Total, by death status","Number","223","units","0","v1160875522","3.4.6.13","7","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Yes, deceased","Number","223","units","0","v1160875523","3.4.6.14","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","No, not deceased","Number","223","units","0","v1160875524","3.4.6.15","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","50 to 59 years","Not stated, deceased","Number","223","units","0","v1160875525","3.4.6.16","6","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Total, by transmission","Number","223","units","0","v1160875526","3.4.7.1","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Community exposures","Number","223","units","0","v1160875527","3.4.7.2","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Travel exposures","Number","223","units","0","v1160875528","3.4.7.3","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Not stated, transmission","Number","223","units","0","v1160875529","3.4.7.4","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Total, by hospitalization status","Number","223","units","0","v1160875530","3.4.7.5","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Yes, hospitalized","Number","223","units","0","v1160875531","3.4.7.6","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","No, hospitalized","Number","223","units","0","v1160875532","3.4.7.7","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Not stated, hospitalized","Number","223","units","0","v1160875533","3.4.7.8","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Total, by intensive care unit admittance","Number","223","units","0","v1160875534","3.4.7.9","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Yes, intensive care unit","Number","223","units","0","v1160875535","3.4.7.10","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","No, intensive care unit","Number","223","units","0","v1160875536","3.4.7.11","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Not stated, intensive care unit","Number","223","units","0","v1160875537","3.4.7.12","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Total, by death status","Number","223","units","0","v1160875538","3.4.7.13","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Yes, deceased","Number","223","units","0","v1160875539","3.4.7.14","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","No, not deceased","Number","223","units","0","v1160875540","3.4.7.15","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","60 to 69 years","Not stated, deceased","Number","223","units","0","v1160875541","3.4.7.16","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Total, by transmission","Number","223","units","0","v1160875542","3.4.8.1","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Community exposures","Number","223","units","0","v1160875543","3.4.8.2","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Travel exposures","Number","223","units","0","v1160875544","3.4.8.3","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Not stated, transmission","Number","223","units","0","v1160875545","3.4.8.4","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Total, by hospitalization status","Number","223","units","0","v1160875546","3.4.8.5","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Yes, hospitalized","Number","223","units","0","v1160875547","3.4.8.6","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","No, hospitalized","Number","223","units","0","v1160875548","3.4.8.7","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Not stated, hospitalized","Number","223","units","0","v1160875549","3.4.8.8","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Total, by intensive care unit admittance","Number","223","units","0","v1160875550","3.4.8.9","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Yes, intensive care unit","Number","223","units","0","v1160875551","3.4.8.10","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","No, intensive care unit","Number","223","units","0","v1160875552","3.4.8.11","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Not stated, intensive care unit","Number","223","units","0","v1160875553","3.4.8.12","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Total, by death status","Number","223","units","0","v1160875554","3.4.8.13","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Yes, deceased","Number","223","units","0","v1160875555","3.4.8.14","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","No, not deceased","Number","223","units","0","v1160875556","3.4.8.15","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","70 to 79 years","Not stated, deceased","Number","223","units","0","v1160875557","3.4.8.16","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Total, by transmission","Number","223","units","0","v1160875558","3.4.9.1","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Community exposures","Number","223","units","0","v1160875559","3.4.9.2","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Travel exposures","Number","223","units","0","v1160875560","3.4.9.3","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Not stated, transmission","Number","223","units","0","v1160875561","3.4.9.4","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Total, by hospitalization status","Number","223","units","0","v1160875562","3.4.9.5","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Yes, hospitalized","Number","223","units","0","v1160875563","3.4.9.6","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","No, hospitalized","Number","223","units","0","v1160875564","3.4.9.7","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Not stated, hospitalized","Number","223","units","0","v1160875565","3.4.9.8","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Total, by intensive care unit admittance","Number","223","units","0","v1160875566","3.4.9.9","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Yes, intensive care unit","Number","223","units","0","v1160875567","3.4.9.10","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","No, intensive care unit","Number","223","units","0","v1160875568","3.4.9.11","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Not stated, intensive care unit","Number","223","units","0","v1160875569","3.4.9.12","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Total, by death status","Number","223","units","0","v1160875570","3.4.9.13","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Yes, deceased","Number","223","units","0","v1160875571","3.4.9.14","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","No, not deceased","Number","223","units","0","v1160875572","3.4.9.15","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","80 years and over","Not stated, deceased","Number","223","units","0","v1160875573","3.4.9.16","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Total, by transmission","Number","223","units","0","v1160875574","3.4.10.1","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Community exposures","Number","223","units","0","v1160875575","3.4.10.2","2","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Travel exposures","Number","223","units","0","v1160875576","3.4.10.3","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Not stated, transmission","Number","223","units","0","v1160875577","3.4.10.4","1","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Total, by hospitalization status","Number","223","units","0","v1160875578","3.4.10.5","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Yes, hospitalized","Number","223","units","0","v1160875579","3.4.10.6","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","No, hospitalized","Number","223","units","0","v1160875580","3.4.10.7","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Not stated, hospitalized","Number","223","units","0","v1160875581","3.4.10.8","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Total, by intensive care unit admittance","Number","223","units","0","v1160875582","3.4.10.9","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Yes, intensive care unit","Number","223","units","0","v1160875583","3.4.10.10","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","No, intensive care unit","Number","223","units","0","v1160875584","3.4.10.11","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Not stated, intensive care unit","Number","223","units","0","v1160875585","3.4.10.12","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Total, by death status","Number","223","units","0","v1160875586","3.4.10.13","3","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Yes, deceased","Number","223","units","0","v1160875587","3.4.10.14","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","No, not deceased","Number","223","units","0","v1160875588","3.4.10.15","0","","","","0"
"2020","Quebec Region","2016A00012","Not stated, gender","Not stated, age group","Not stated, deceased","Number","223","units","0","v1160875589","3.4.10.16","3","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Total, by transmission","Number","223","units","0","v1160875590","4.1.1.1","32932","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Community exposures","Number","223","units","0","v1160875591","4.1.1.2","24094","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Travel exposures","Number","223","units","0","v1160875592","4.1.1.3","1553","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Not stated, transmission","Number","223","units","0","v1160875593","4.1.1.4","7285","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Total, by hospitalization status","Number","223","units","0","v1160875594","4.1.1.5","32932","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Yes, hospitalized","Number","223","units","0","v1160875595","4.1.1.6","4156","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","No, hospitalized","Number","223","units","0","v1160875596","4.1.1.7","14837","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Not stated, hospitalized","Number","223","units","0","v1160875597","4.1.1.8","13939","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Total, by intensive care unit admittance","Number","223","units","0","v1160875598","4.1.1.9","32932","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Yes, intensive care unit","Number","223","units","0","v1160875599","4.1.1.10","886","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","No, intensive care unit","Number","223","units","0","v1160875600","4.1.1.11","18107","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Not stated, intensive care unit","Number","223","units","0","v1160875601","4.1.1.12","13939","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Total, by death status","Number","223","units","0","v1160875602","4.1.1.13","32932","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Yes, deceased","Number","223","units","0","v1160875603","4.1.1.14","2605","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","No, not deceased","Number","223","units","0","v1160875604","4.1.1.15","20645","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","Total, all age groups","Not stated, deceased","Number","223","units","0","v1160875605","4.1.1.16","9682","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Total, by transmission","Number","223","units","0","v1160875606","4.1.2.1","1460","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Community exposures","Number","223","units","0","v1160875607","4.1.2.2","1259","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Travel exposures","Number","223","units","0","v1160875608","4.1.2.3","29","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Not stated, transmission","Number","223","units","0","v1160875609","4.1.2.4","172","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Total, by hospitalization status","Number","223","units","0","v1160875610","4.1.2.5","1460","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Yes, hospitalized","Number","223","units","0","v1160875611","4.1.2.6","22","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","No, hospitalized","Number","223","units","0","v1160875612","4.1.2.7","752","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Not stated, hospitalized","Number","223","units","0","v1160875613","4.1.2.8","686","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Total, by intensive care unit admittance","Number","223","units","0","v1160875614","4.1.2.9","1460","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Yes, intensive care unit","Number","223","units","0","v1160875615","4.1.2.10","0","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","No, intensive care unit","Number","223","units","0","v1160875616","4.1.2.11","774","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Not stated, intensive care unit","Number","223","units","0","v1160875617","4.1.2.12","686","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Total, by death status","Number","223","units","0","v1160875618","4.1.2.13","1460","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Yes, deceased","Number","223","units","0","v1160875619","4.1.2.14","0","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","No, not deceased","Number","223","units","0","v1160875620","4.1.2.15","986","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","0 to 19 years","Not stated, deceased","Number","223","units","0","v1160875621","4.1.2.16","474","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Total, by transmission","Number","223","units","0","v1160875622","4.1.3.1","4759","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Community exposures","Number","223","units","0","v1160875623","4.1.3.2","3752","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Travel exposures","Number","223","units","0","v1160875624","4.1.3.3","195","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Not stated, transmission","Number","223","units","0","v1160875625","4.1.3.4","812","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Total, by hospitalization status","Number","223","units","0","v1160875626","4.1.3.5","4759","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Yes, hospitalized","Number","223","units","0","v1160875627","4.1.3.6","99","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","No, hospitalized","Number","223","units","0","v1160875628","4.1.3.7","2442","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Not stated, hospitalized","Number","223","units","0","v1160875629","4.1.3.8","2218","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Total, by intensive care unit admittance","Number","223","units","0","v1160875630","4.1.3.9","4759","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Yes, intensive care unit","Number","223","units","0","v1160875631","4.1.3.10","13","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","No, intensive care unit","Number","223","units","0","v1160875632","4.1.3.11","2528","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Not stated, intensive care unit","Number","223","units","0","v1160875633","4.1.3.12","2218","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Total, by death status","Number","223","units","0","v1160875634","4.1.3.13","4759","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Yes, deceased","Number","223","units","0","v1160875635","4.1.3.14","0","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","No, not deceased","Number","223","units","0","v1160875636","4.1.3.15","3270","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","20 to 29 years","Not stated, deceased","Number","223","units","0","v1160875637","4.1.3.16","1489","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Total, by transmission","Number","223","units","0","v1160875638","4.1.4.1","4497","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Community exposures","Number","223","units","0","v1160875639","4.1.4.2","3446","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Travel exposures","Number","223","units","0","v1160875640","4.1.4.3","158","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Not stated, transmission","Number","223","units","0","v1160875641","4.1.4.4","893","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Total, by hospitalization status","Number","223","units","0","v1160875642","4.1.4.5","4497","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Yes, hospitalized","Number","223","units","0","v1160875643","4.1.4.6","165","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","No, hospitalized","Number","223","units","0","v1160875644","4.1.4.7","2255","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Not stated, hospitalized","Number","223","units","0","v1160875645","4.1.4.8","2077","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Total, by intensive care unit admittance","Number","223","units","0","v1160875646","4.1.4.9","4497","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Yes, intensive care unit","Number","223","units","0","v1160875647","4.1.4.10","24","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","No, intensive care unit","Number","223","units","0","v1160875648","4.1.4.11","2396","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Not stated, intensive care unit","Number","223","units","0","v1160875649","4.1.4.12","2077","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Total, by death status","Number","223","units","0","v1160875650","4.1.4.13","4497","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Yes, deceased","Number","223","units","0","v1160875651","4.1.4.14","0","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","No, not deceased","Number","223","units","0","v1160875652","4.1.4.15","3074","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","30 to 39 years","Not stated, deceased","Number","223","units","0","v1160875653","4.1.4.16","1423","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","40 to 49 years","Total, by transmission","Number","223","units","0","v1160875654","4.1.5.1","4672","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","40 to 49 years","Community exposures","Number","223","units","0","v1160875655","4.1.5.2","3508","","","","0"
"2020","Ontario and Nunavut Region","","Total, all genders","40 to 49 years","Travel exposures","Number","223","units","0","v1160875656","4.1.5.3","249","","","","0"
