"date","phu_name","phu_num","outbreak_group","number_ongoing_outbreaks"
"2021-05-04","TORONTO",3895,"6 Other/Unknown",4
"2021-05-04","WATERLOO REGION",2265,"1 Congregate Care",2
"2021-05-04","WATERLOO REGION",2265,"3 Education",3
"2021-05-04","WATERLOO REGION",2265,"4 Workplace",13
"2021-05-04","WATERLOO REGION",2265,"5 Recreational",1
"2021-05-04","WELLINGTON-DUFFERIN-GUELPH",2266,"2 Congregate Living",2
"2021-05-04","WELLINGTON-DUFFERIN-GUELPH",2266,"3 Education",1
"2021-05-04","WELLINGTON-DUFFERIN-GUELPH",2266,"4 Workplace",12
"2021-05-04","WELLINGTON-DUFFERIN-GUELPH",2266,"5 Recreational",4
"2021-05-04","WINDSOR-ESSEX COUNTY",2268,"1 Congregate Care",1
"2021-05-04","WINDSOR-ESSEX COUNTY",2268,"2 Congregate Living",3
"2021-05-04","WINDSOR-ESSEX COUNTY",2268,"3 Education",2
"2021-05-04","WINDSOR-ESSEX COUNTY",2268,"4 Workplace",4
"2021-05-04","WINDSOR-ESSEX COUNTY",2268,"5 Recreational",3
"2021-05-04","YORK REGION",2270,"1 Congregate Care",12
"2021-05-04","YORK REGION",2270,"2 Congregate Living",5
"2021-05-04","YORK REGION",2270,"3 Education",19
"2021-05-04","YORK REGION",2270,"4 Workplace",24
"2021-05-04","YORK REGION",2270,"5 Recreational",5
"2021-05-05","ALGOMA DISTRICT",2226,"1 Congregate Care",1
"2021-05-05","ALGOMA DISTRICT",2226,"4 Workplace",1
"2021-05-05","ALGOMA DISTRICT",2226,"6 Other/Unknown",1
"2021-05-05","BRANT COUNTY",2227,"1 Congregate Care",3
"2021-05-05","BRANT COUNTY",2227,"3 Education",3
"2021-05-05","BRANT COUNTY",2227,"4 Workplace",4
"2021-05-05","BRANT COUNTY",2227,"5 Recreational",1
"2021-05-05","CHATHAM-KENT",2240,"4 Workplace",1
"2021-05-05","CITY OF HAMILTON",2237,"1 Congregate Care",6
"2021-05-05","CITY OF HAMILTON",2237,"2 Congregate Living",6
"2021-05-05","CITY OF HAMILTON",2237,"3 Education",3
"2021-05-05","CITY OF HAMILTON",2237,"4 Workplace",15
"2021-05-05","CITY OF HAMILTON",2237,"5 Recreational",3
"2021-05-05","CITY OF HAMILTON",2237,"6 Other/Unknown",1
"2021-05-05","CITY OF OTTAWA",2251,"1 Congregate Care",9
"2021-05-05","CITY OF OTTAWA",2251,"2 Congregate Living",12
"2021-05-05","CITY OF OTTAWA",2251,"3 Education",12
"2021-05-05","CITY OF OTTAWA",2251,"4 Workplace",4
"2021-05-05","CITY OF OTTAWA",2251,"6 Other/Unknown",1
"2021-05-05","DURHAM REGION",2230,"1 Congregate Care",3
"2021-05-05","DURHAM REGION",2230,"2 Congregate Living",6
"2021-05-05","DURHAM REGION",2230,"3 Education",19
"2021-05-05","DURHAM REGION",2230,"4 Workplace",18
"2021-05-05","DURHAM REGION",2230,"5 Recreational",1
"2021-05-05","DURHAM REGION",2230,"6 Other/Unknown",1
"2021-05-05","EASTERN ONTARIO",2258,"1 Congregate Care",3
"2021-05-05","EASTERN ONTARIO",2258,"2 Congregate Living",2
"2021-05-05","EASTERN ONTARIO",2258,"3 Education",1
"2021-05-05","EASTERN ONTARIO",2258,"4 Workplace",2
"2021-05-05","GREY BRUCE",2233,"4 Workplace",1
"2021-05-05","HALDIMAND-NORFOLK",2234,"1 Congregate Care",1
"2021-05-05","HALDIMAND-NORFOLK",2234,"3 Education",1
"2021-05-05","HALDIMAND-NORFOLK",2234,"4 Workplace",8
"2021-05-05","HALIBURTON, KAWARTHA, PINE RIDGE",2235,"2 Congregate Living",1
"2021-05-05","HALTON REGION",2236,"1 Congregate Care",1
"2021-05-05","HALTON REGION",2236,"2 Congregate Living",7
"2021-05-05","HALTON REGION",2236,"3 Education",7
"2021-05-05","HALTON REGION",2236,"4 Workplace",19
"2021-05-05","HALTON REGION",2236,"5 Recreational",3
"2021-05-05","HALTON REGION",2236,"6 Other/Unknown",2
"2021-05-05","HASTINGS & PRINCE EDWARD COUNTIES",2238,"1 Congregate Care",2
"2021-05-05","HASTINGS & PRINCE EDWARD COUNTIES",2238,"2 Congregate Living",1
"2021-05-05","HASTINGS & PRINCE EDWARD COUNTIES",2238,"3 Education",1
"2021-05-05","HASTINGS & PRINCE EDWARD COUNTIES",2238,"4 Workplace",3
"2021-05-05","HURON PERTH",5183,"1 Congregate Care",1
"2021-05-05","HURON PERTH",5183,"4 Workplace",1
"2021-05-05","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"4 Workplace",2
"2021-05-05","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"5 Recreational",1
"2021-05-05","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"6 Other/Unknown",1
"2021-05-05","LAMBTON COUNTY",2242,"2 Congregate Living",1
"2021-05-05","LAMBTON COUNTY",2242,"3 Education",1
"2021-05-05","LAMBTON COUNTY",2242,"4 Workplace",3
"2021-05-05","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"2 Congregate Living",1
"2021-05-05","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"4 Workplace",1
"2021-05-05","MIDDLESEX-LONDON",2244,"1 Congregate Care",6
"2021-05-05","MIDDLESEX-LONDON",2244,"2 Congregate Living",3
"2021-05-05","MIDDLESEX-LONDON",2244,"3 Education",4
"2021-05-05","MIDDLESEX-LONDON",2244,"4 Workplace",12
"2021-05-05","MIDDLESEX-LONDON",2244,"5 Recreational",4
"2021-05-05","MIDDLESEX-LONDON",2244,"6 Other/Unknown",2
"2021-05-05","NIAGARA REGION",2246,"1 Congregate Care",6
"2021-05-05","NIAGARA REGION",2246,"2 Congregate Living",3
"2021-05-05","NIAGARA REGION",2246,"3 Education",4
"2021-05-05","NIAGARA REGION",2246,"4 Workplace",8
"2021-05-05","NIAGARA REGION",2246,"5 Recreational",2
"2021-05-05","NIAGARA REGION",2246,"6 Other/Unknown",1
"2021-05-05","NORTH BAY PARRY SOUND DISTRICT",2247,"5 Recreational",1
"2021-05-05","NORTHWESTERN",2249,"4 Workplace",3
"2021-05-05","OXFORD ELGIN-ST.THOMAS",4913,"1 Congregate Care",1
"2021-05-05","OXFORD ELGIN-ST.THOMAS",4913,"3 Education",1
"2021-05-05","OXFORD ELGIN-ST.THOMAS",4913,"4 Workplace",5
"2021-05-05","OXFORD ELGIN-ST.THOMAS",4913,"5 Recreational",1
"2021-05-05","PEEL REGION",2253,"1 Congregate Care",11
"2021-05-05","PEEL REGION",2253,"2 Congregate Living",7
"2021-05-05","PEEL REGION",2253,"3 Education",24
"2021-05-05","PEEL REGION",2253,"4 Workplace",61
"2021-05-05","PEEL REGION",2253,"5 Recreational",6
"2021-05-05","PEEL REGION",2253,"6 Other/Unknown",1
"2021-05-05","PETERBOROUGH COUNTY-CITY",2255,"1 Congregate Care",1
"2021-05-05","PETERBOROUGH COUNTY-CITY",2255,"2 Congregate Living",1
"2021-05-05","PETERBOROUGH COUNTY-CITY",2255,"3 Education",2
"2021-05-05","PETERBOROUGH COUNTY-CITY",2255,"4 Workplace",3
"2021-05-05","PORCUPINE",2256,"2 Congregate Living",1
"2021-05-05","PORCUPINE",2256,"3 Education",2
"2021-05-05","PORCUPINE",2256,"4 Workplace",4
"2021-05-05","RENFREW COUNTY AND DISTRICT",2257,"4 Workplace",2
"2021-05-05","RENFREW COUNTY AND DISTRICT",2257,"5 Recreational",1
"2021-05-05","SIMCOE MUSKOKA DISTRICT",2260,"1 Congregate Care",3
"2021-05-05","SIMCOE MUSKOKA DISTRICT",2260,"2 Congregate Living",3
"2021-05-05","SIMCOE MUSKOKA DISTRICT",2260,"3 Education",2
"2021-05-05","SIMCOE MUSKOKA DISTRICT",2260,"4 Workplace",7
"2021-05-05","SIMCOE MUSKOKA DISTRICT",2260,"5 Recreational",4
"2021-05-05","SIMCOE MUSKOKA DISTRICT",2260,"6 Other/Unknown",1
"2021-05-05","SUDBURY AND DISTRICT",2261,"1 Congregate Care",2
"2021-05-05","SUDBURY AND DISTRICT",2261,"2 Congregate Living",1
"2021-05-05","SUDBURY AND DISTRICT",2261,"4 Workplace",3
"2021-05-05","SUDBURY AND DISTRICT",2261,"5 Recreational",1
"2021-05-05","THUNDER BAY DISTRICT",2262,"1 Congregate Care",1
"2021-05-05","THUNDER BAY DISTRICT",2262,"4 Workplace",4
"2021-05-05","THUNDER BAY DISTRICT",2262,"5 Recreational",1
"2021-05-05","TIMISKAMING",2263,"4 Workplace",2
"2021-05-05","TIMISKAMING",2263,"6 Other/Unknown",1
"2021-05-05","TORONTO",3895,"1 Congregate Care",32
"2021-05-05","TORONTO",3895,"2 Congregate Living",33
"2021-05-05","TORONTO",3895,"3 Education",49
"2021-05-05","TORONTO",3895,"4 Workplace",44
"2021-05-05","TORONTO",3895,"5 Recreational",7
"2021-05-05","TORONTO",3895,"6 Other/Unknown",4
"2021-05-05","WATERLOO REGION",2265,"1 Congregate Care",2
"2021-05-05","WATERLOO REGION",2265,"3 Education",3
"2021-05-05","WATERLOO REGION",2265,"4 Workplace",14
"2021-05-05","WATERLOO REGION",2265,"5 Recreational",2
"2021-05-05","WELLINGTON-DUFFERIN-GUELPH",2266,"2 Congregate Living",2
"2021-05-05","WELLINGTON-DUFFERIN-GUELPH",2266,"3 Education",3
"2021-05-05","WELLINGTON-DUFFERIN-GUELPH",2266,"4 Workplace",12
"2021-05-05","WELLINGTON-DUFFERIN-GUELPH",2266,"5 Recreational",4
"2021-05-05","WINDSOR-ESSEX COUNTY",2268,"1 Congregate Care",1
"2021-05-05","WINDSOR-ESSEX COUNTY",2268,"2 Congregate Living",3
"2021-05-05","WINDSOR-ESSEX COUNTY",2268,"3 Education",1
"2021-05-05","WINDSOR-ESSEX COUNTY",2268,"4 Workplace",3
"2021-05-05","WINDSOR-ESSEX COUNTY",2268,"5 Recreational",2
"2021-05-05","YORK REGION",2270,"1 Congregate Care",12
"2021-05-05","YORK REGION",2270,"2 Congregate Living",5
"2021-05-05","YORK REGION",2270,"3 Education",18
"2021-05-05","YORK REGION",2270,"4 Workplace",23
"2021-05-05","YORK REGION",2270,"5 Recreational",5
"2021-05-06","ALGOMA DISTRICT",2226,"1 Congregate Care",1
"2021-05-06","ALGOMA DISTRICT",2226,"4 Workplace",1
"2021-05-06","ALGOMA DISTRICT",2226,"6 Other/Unknown",1
"2021-05-06","BRANT COUNTY",2227,"1 Congregate Care",3
"2021-05-06","BRANT COUNTY",2227,"2 Congregate Living",1
"2021-05-06","BRANT COUNTY",2227,"3 Education",2
"2021-05-06","BRANT COUNTY",2227,"4 Workplace",4
"2021-05-06","BRANT COUNTY",2227,"5 Recreational",1
"2021-05-06","CHATHAM-KENT",2240,"4 Workplace",1
"2021-05-06","CITY OF HAMILTON",2237,"1 Congregate Care",6
"2021-05-06","CITY OF HAMILTON",2237,"2 Congregate Living",6
"2021-05-06","CITY OF HAMILTON",2237,"3 Education",4
"2021-05-06","CITY OF HAMILTON",2237,"4 Workplace",13
"2021-05-06","CITY OF HAMILTON",2237,"5 Recreational",3
"2021-05-06","CITY OF HAMILTON",2237,"6 Other/Unknown",1
"2021-05-06","CITY OF OTTAWA",2251,"1 Congregate Care",10
"2021-05-06","CITY OF OTTAWA",2251,"2 Congregate Living",14
"2021-05-06","CITY OF OTTAWA",2251,"3 Education",11
"2021-05-06","CITY OF OTTAWA",2251,"4 Workplace",4
"2021-05-06","CITY OF OTTAWA",2251,"6 Other/Unknown",1
"2021-05-06","DURHAM REGION",2230,"1 Congregate Care",3
"2021-05-06","DURHAM REGION",2230,"2 Congregate Living",5
"2021-05-06","DURHAM REGION",2230,"3 Education",20
"2021-05-06","DURHAM REGION",2230,"4 Workplace",16
"2021-05-06","DURHAM REGION",2230,"5 Recreational",1
"2021-05-06","DURHAM REGION",2230,"6 Other/Unknown",1
"2021-05-06","EASTERN ONTARIO",2258,"1 Congregate Care",3
"2021-05-06","EASTERN ONTARIO",2258,"2 Congregate Living",2
"2021-05-06","EASTERN ONTARIO",2258,"3 Education",1
"2021-05-06","EASTERN ONTARIO",2258,"4 Workplace",2
"2021-05-06","GREY BRUCE",2233,"4 Workplace",1
"2021-05-06","HALDIMAND-NORFOLK",2234,"1 Congregate Care",1
"2021-05-06","HALDIMAND-NORFOLK",2234,"3 Education",1
"2021-05-06","HALDIMAND-NORFOLK",2234,"4 Workplace",9
"2021-05-06","HALIBURTON, KAWARTHA, PINE RIDGE",2235,"2 Congregate Living",1
"2021-05-06","HALTON REGION",2236,"1 Congregate Care",1
"2021-05-06","HALTON REGION",2236,"2 Congregate Living",7
"2021-05-06","HALTON REGION",2236,"3 Education",9
"2021-05-06","HALTON REGION",2236,"4 Workplace",21
"2021-05-06","HALTON REGION",2236,"5 Recreational",2
"2021-05-06","HALTON REGION",2236,"6 Other/Unknown",1
"2021-05-06","HASTINGS & PRINCE EDWARD COUNTIES",2238,"1 Congregate Care",2
"2021-05-06","HASTINGS & PRINCE EDWARD COUNTIES",2238,"2 Congregate Living",1
"2021-05-06","HASTINGS & PRINCE EDWARD COUNTIES",2238,"3 Education",1
"2021-05-06","HASTINGS & PRINCE EDWARD COUNTIES",2238,"4 Workplace",3
"2021-05-06","HURON PERTH",5183,"1 Congregate Care",1
"2021-05-06","HURON PERTH",5183,"4 Workplace",2
"2021-05-06","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"4 Workplace",2
"2021-05-06","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"5 Recreational",1
"2021-05-06","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"6 Other/Unknown",1
"2021-05-06","LAMBTON COUNTY",2242,"3 Education",1
"2021-05-06","LAMBTON COUNTY",2242,"4 Workplace",4
"2021-05-06","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"2 Congregate Living",1
"2021-05-06","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"4 Workplace",1
"2021-05-06","MIDDLESEX-LONDON",2244,"1 Congregate Care",7
"2021-05-06","MIDDLESEX-LONDON",2244,"2 Congregate Living",3
"2021-05-06","MIDDLESEX-LONDON",2244,"3 Education",2
"2021-05-06","MIDDLESEX-LONDON",2244,"4 Workplace",13
"2021-05-06","MIDDLESEX-LONDON",2244,"5 Recreational",4
"2021-05-06","MIDDLESEX-LONDON",2244,"6 Other/Unknown",2
"2021-05-06","NIAGARA REGION",2246,"1 Congregate Care",6
"2021-05-06","NIAGARA REGION",2246,"2 Congregate Living",3
"2021-05-06","NIAGARA REGION",2246,"3 Education",4
"2021-05-06","NIAGARA REGION",2246,"4 Workplace",9
"2021-05-06","NIAGARA REGION",2246,"5 Recreational",2
"2021-05-06","NIAGARA REGION",2246,"6 Other/Unknown",1
"2021-05-06","NORTH BAY PARRY SOUND DISTRICT",2247,"5 Recreational",1
"2021-05-06","NORTHWESTERN",2249,"4 Workplace",3
"2021-05-06","OXFORD ELGIN-ST.THOMAS",4913,"1 Congregate Care",2
"2021-05-06","OXFORD ELGIN-ST.THOMAS",4913,"3 Education",1
"2021-05-06","OXFORD ELGIN-ST.THOMAS",4913,"4 Workplace",4
"2021-05-06","OXFORD ELGIN-ST.THOMAS",4913,"5 Recreational",1
"2021-05-06","PEEL REGION",2253,"1 Congregate Care",10
"2021-05-06","PEEL REGION",2253,"2 Congregate Living",7
"2021-05-06","PEEL REGION",2253,"3 Education",23
"2021-05-06","PEEL REGION",2253,"4 Workplace",71
"2021-05-06","PEEL REGION",2253,"5 Recreational",5
"2021-05-06","PEEL REGION",2253,"6 Other/Unknown",1
"2021-05-06","PETERBOROUGH COUNTY-CITY",2255,"2 Congregate Living",1
"2021-05-06","PETERBOROUGH COUNTY-CITY",2255,"3 Education",2
"2021-05-06","PETERBOROUGH COUNTY-CITY",2255,"4 Workplace",3
"2021-05-06","PORCUPINE",2256,"2 Congregate Living",1
"2021-05-06","PORCUPINE",2256,"3 Education",2
"2021-05-06","PORCUPINE",2256,"4 Workplace",4
"2021-05-06","RENFREW COUNTY AND DISTRICT",2257,"4 Workplace",3
"2021-05-06","RENFREW COUNTY AND DISTRICT",2257,"5 Recreational",1
"2021-05-06","SIMCOE MUSKOKA DISTRICT",2260,"1 Congregate Care",3
"2021-05-06","SIMCOE MUSKOKA DISTRICT",2260,"2 Congregate Living",3
"2021-05-06","SIMCOE MUSKOKA DISTRICT",2260,"3 Education",1
"2021-05-06","SIMCOE MUSKOKA DISTRICT",2260,"4 Workplace",5
"2021-05-06","SIMCOE MUSKOKA DISTRICT",2260,"5 Recreational",3
"2021-05-06","SIMCOE MUSKOKA DISTRICT",2260,"6 Other/Unknown",1
"2021-05-06","SUDBURY AND DISTRICT",2261,"1 Congregate Care",2
"2021-05-06","SUDBURY AND DISTRICT",2261,"2 Congregate Living",1
"2021-05-06","SUDBURY AND DISTRICT",2261,"4 Workplace",1
"2021-05-06","SUDBURY AND DISTRICT",2261,"5 Recreational",1
"2021-05-06","THUNDER BAY DISTRICT",2262,"4 Workplace",4
"2021-05-06","THUNDER BAY DISTRICT",2262,"5 Recreational",1
"2021-05-06","TIMISKAMING",2263,"4 Workplace",2
"2021-05-06","TIMISKAMING",2263,"6 Other/Unknown",1
"2021-05-06","TORONTO",3895,"1 Congregate Care",29
"2021-05-06","TORONTO",3895,"2 Congregate Living",31
"2021-05-06","TORONTO",3895,"3 Education",41
"2021-05-06","TORONTO",3895,"4 Workplace",53
"2021-05-06","TORONTO",3895,"5 Recreational",7
"2021-05-06","TORONTO",3895,"6 Other/Unknown",4
"2021-05-06","WATERLOO REGION",2265,"1 Congregate Care",2
"2021-05-06","WATERLOO REGION",2265,"3 Education",3
"2021-05-06","WATERLOO REGION",2265,"4 Workplace",11
"2021-05-06","WATERLOO REGION",2265,"5 Recreational",2
"2021-05-06","WELLINGTON-DUFFERIN-GUELPH",2266,"1 Congregate Care",2
"2021-05-06","WELLINGTON-DUFFERIN-GUELPH",2266,"2 Congregate Living",2
"2021-05-06","WELLINGTON-DUFFERIN-GUELPH",2266,"3 Education",3
"2021-05-06","WELLINGTON-DUFFERIN-GUELPH",2266,"4 Workplace",13
"2021-05-06","WELLINGTON-DUFFERIN-GUELPH",2266,"5 Recreational",4
"2021-05-06","WINDSOR-ESSEX COUNTY",2268,"1 Congregate Care",1
"2021-05-06","WINDSOR-ESSEX COUNTY",2268,"2 Congregate Living",3
"2021-05-06","WINDSOR-ESSEX COUNTY",2268,"3 Education",1
"2021-05-06","WINDSOR-ESSEX COUNTY",2268,"4 Workplace",3
"2021-05-06","WINDSOR-ESSEX COUNTY",2268,"5 Recreational",2
"2021-05-06","YORK REGION",2270,"1 Congregate Care",12
"2021-05-06","YORK REGION",2270,"2 Congregate Living",4
"2021-05-06","YORK REGION",2270,"3 Education",17
"2021-05-06","YORK REGION",2270,"4 Workplace",24
"2021-05-06","YORK REGION",2270,"5 Recreational",5
"2021-05-07","ALGOMA DISTRICT",2226,"1 Congregate Care",1
"2021-05-07","ALGOMA DISTRICT",2226,"4 Workplace",1
"2021-05-07","ALGOMA DISTRICT",2226,"6 Other/Unknown",1
"2021-05-07","BRANT COUNTY",2227,"1 Congregate Care",2
"2021-05-07","BRANT COUNTY",2227,"2 Congregate Living",1
"2021-05-07","BRANT COUNTY",2227,"3 Education",2
"2021-05-07","BRANT COUNTY",2227,"4 Workplace",4
"2021-05-07","BRANT COUNTY",2227,"5 Recreational",1
"2021-05-07","CHATHAM-KENT",2240,"4 Workplace",1
"2021-05-07","CITY OF HAMILTON",2237,"1 Congregate Care",4
"2021-05-07","CITY OF HAMILTON",2237,"2 Congregate Living",6
"2021-05-07","CITY OF HAMILTON",2237,"3 Education",5
"2021-05-07","CITY OF HAMILTON",2237,"4 Workplace",16
"2021-05-07","CITY OF HAMILTON",2237,"5 Recreational",5
"2021-05-07","CITY OF HAMILTON",2237,"6 Other/Unknown",1
"2021-05-07","CITY OF OTTAWA",2251,"1 Congregate Care",11
"2021-05-07","CITY OF OTTAWA",2251,"2 Congregate Living",10
"2021-05-07","CITY OF OTTAWA",2251,"3 Education",11
"2021-05-07","CITY OF OTTAWA",2251,"4 Workplace",5
"2021-05-07","CITY OF OTTAWA",2251,"6 Other/Unknown",1
"2021-05-07","DURHAM REGION",2230,"1 Congregate Care",3
"2021-05-07","DURHAM REGION",2230,"2 Congregate Living",5
"2021-05-07","DURHAM REGION",2230,"3 Education",21
"2021-05-07","DURHAM REGION",2230,"4 Workplace",18
"2021-05-07","DURHAM REGION",2230,"5 Recreational",2
"2021-05-07","DURHAM REGION",2230,"6 Other/Unknown",1
"2021-05-07","EASTERN ONTARIO",2258,"1 Congregate Care",3
"2021-05-07","EASTERN ONTARIO",2258,"2 Congregate Living",1
"2021-05-07","EASTERN ONTARIO",2258,"3 Education",1
"2021-05-07","EASTERN ONTARIO",2258,"4 Workplace",2
"2021-05-07","GREY BRUCE",2233,"4 Workplace",1
"2021-05-07","HALDIMAND-NORFOLK",2234,"1 Congregate Care",1
"2021-05-07","HALDIMAND-NORFOLK",2234,"4 Workplace",9
"2021-05-07","HALIBURTON, KAWARTHA, PINE RIDGE",2235,"2 Congregate Living",1
"2021-05-07","HALTON REGION",2236,"1 Congregate Care",1
"2021-05-07","HALTON REGION",2236,"2 Congregate Living",6
"2021-05-07","HALTON REGION",2236,"3 Education",9
"2021-05-07","HALTON REGION",2236,"4 Workplace",20
"2021-05-07","HALTON REGION",2236,"5 Recreational",3
"2021-05-07","HALTON REGION",2236,"6 Other/Unknown",1
"2021-05-07","HASTINGS & PRINCE EDWARD COUNTIES",2238,"1 Congregate Care",2
"2021-05-07","HASTINGS & PRINCE EDWARD COUNTIES",2238,"2 Congregate Living",1
"2021-05-07","HASTINGS & PRINCE EDWARD COUNTIES",2238,"3 Education",1
"2021-05-07","HASTINGS & PRINCE EDWARD COUNTIES",2238,"4 Workplace",3
"2021-05-07","HURON PERTH",5183,"1 Congregate Care",1
"2021-05-07","HURON PERTH",5183,"4 Workplace",3
"2021-05-07","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"4 Workplace",2
"2021-05-07","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"5 Recreational",1
"2021-05-07","KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,"6 Other/Unknown",1
"2021-05-07","LAMBTON COUNTY",2242,"4 Workplace",3
"2021-05-07","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"2 Congregate Living",1
"2021-05-07","LEEDS, GRENVILLE AND LANARK DISTRICT",2243,"4 Workplace",2
"2021-05-07","MIDDLESEX-LONDON",2244,"1 Congregate Care",7
"2021-05-07","MIDDLESEX-LONDON",2244,"2 Congregate Living",3
"2021-05-07","MIDDLESEX-LONDON",2244,"3 Education",2
"2021-05-07","MIDDLESEX-LONDON",2244,"4 Workplace",15
"2021-05-07","MIDDLESEX-LONDON",2244,"5 Recreational",4
"2021-05-07","MIDDLESEX-LONDON",2244,"6 Other/Unknown",2
"2021-05-07","NIAGARA REGION",2246,"1 Congregate Care",4
"2021-05-07","NIAGARA REGION",2246,"2 Congregate Living",3
"2021-05-07","NIAGARA REGION",2246,"3 Education",4
"2021-05-07","NIAGARA REGION",2246,"4 Workplace",11
"2021-05-07","NIAGARA REGION",2246,"5 Recreational",3
"2021-05-07","NORTH BAY PARRY SOUND DISTRICT",2247,"5 Recreational",1
"2021-05-07","NORTHWESTERN",2249,"4 Workplace",2
"2021-05-07","OXFORD ELGIN-ST.THOMAS",4913,"1 Congregate Care",2
"2021-05-07","OXFORD ELGIN-ST.THOMAS",4913,"4 Workplace",4
"2021-05-07","OXFORD ELGIN-ST.THOMAS",4913,"5 Recreational",1
"2021-05-07","PEEL REGION",2253,"1 Congregate Care",10
"2021-05-07","PEEL REGION",2253,"2 Congregate Living",7
"2021-05-07","PEEL REGION",2253,"3 Education",20
"2021-05-07","PEEL REGION",2253,"4 Workplace",75
"2021-05-07","PEEL REGION",2253,"5 Recreational",5
"2021-05-07","PEEL REGION",2253,"6 Other/Unknown",1
"2021-05-07","PETERBOROUGH COUNTY-CITY",2255,"2 Congregate Living",1
"2021-05-07","PETERBOROUGH COUNTY-CITY",2255,"3 Education",2
"2021-05-07","PETERBOROUGH COUNTY-CITY",2255,"4 Workplace",2
"2021-05-07","PORCUPINE",2256,"2 Congregate Living",1
"2021-05-07","PORCUPINE",2256,"3 Education",2
"2021-05-07","PORCUPINE",2256,"4 Workplace",4
"2021-05-07","RENFREW COUNTY AND DISTRICT",2257,"4 Workplace",3
"2021-05-07","RENFREW COUNTY AND DISTRICT",2257,"5 Recreational",1
"2021-05-07","SIMCOE MUSKOKA DISTRICT",2260,"1 Congregate Care",2
"2021-05-07","SIMCOE MUSKOKA DISTRICT",2260,"2 Congregate Living",3
"2021-05-07","SIMCOE MUSKOKA DISTRICT",2260,"3 Education",1
"2021-05-07","SIMCOE MUSKOKA DISTRICT",2260,"4 Workplace",5
"2021-05-07","SIMCOE MUSKOKA DISTRICT",2260,"5 Recreational",3
"2021-05-07","SIMCOE MUSKOKA DISTRICT",2260,"6 Other/Unknown",1
"2021-05-07","SUDBURY AND DISTRICT",2261,"1 Congregate Care",2
"2021-05-07","SUDBURY AND DISTRICT",2261,"2 Congregate Living",1
"2021-05-07","SUDBURY AND DISTRICT",2261,"5 Recreational",1
"2021-05-07","THUNDER BAY DISTRICT",2262,"4 Workplace",4
"2021-05-07","THUNDER BAY DISTRICT",2262,"5 Recreational",1
"2021-05-07","TIMISKAMING",2263,"4 Workplace",2
"2021-05-07","TIMISKAMING",2263,"6 Other/Unknown",1
"2021-05-07","TORONTO",3895,"1 Congregate Care",30
"2021-05-07","TORONTO",3895,"2 Congregate Living",30
"2021-05-07","TORONTO",3895,"3 Education",41
"2021-05-07","TORONTO",3895,"4 Workplace",57
"2021-05-07","TORONTO",3895,"5 Recreational",4
"2021-05-07","TORONTO",3895,"6 Other/Unknown",4
"2021-05-07","WATERLOO REGION",2265,"1 Congregate Care",1
"2021-05-07","WATERLOO REGION",2265,"3 Education",2
"2021-05-07","WATERLOO REGION",2265,"4 Workplace",9
"2021-05-07","WATERLOO REGION",2265,"5 Recreational",1
"2021-05-07","WELLINGTON-DUFFERIN-GUELPH",2266,"1 Congregate Care",2
"2021-05-07","WELLINGTON-DUFFERIN-GUELPH",2266,"2 Congregate Living",2
"2021-05-07","WELLINGTON-DUFFERIN-GUELPH",2266,"3 Education",3
"2021-05-07","WELLINGTON-DUFFERIN-GUELPH",2266,"4 Workplace",10
"2021-05-07","WELLINGTON-DUFFERIN-GUELPH",2266,"5 Recreational",3
"2021-05-07","WINDSOR-ESSEX COUNTY",2268,"1 Congregate Care",1
"2021-05-07","WINDSOR-ESSEX COUNTY",2268,"2 Congregate Living",2
"2021-05-07","WINDSOR-ESSEX COUNTY",2268,"3 Education",1
"2021-05-07","WINDSOR-ESSEX COUNTY",2268,"4 Workplace",4
"2021-05-07","WINDSOR-ESSEX COUNTY",2268,"5 Recreational",1
"2021-05-07","YORK REGION",2270,"1 Congregate Care",13
"2021-05-07","YORK REGION",2270,"2 Congregate Living",5
"2021-05-07","YORK REGION",2270,"3 Education",16
"2021-05-07","YORK REGION",2270,"4 Workplace",26
"2021-05-07","YORK REGION",2270,"5 Recreational",5
"2021-05-08","ALGOMA DISTRICT",2226,"1 Congregate Care",1
"2021-05-08","ALGOMA DISTRICT",2226,"4 Workplace",2
"2021-05-08","BRANT COUNTY",2227,"1 Congregate Care",2
"2021-05-08","BRANT COUNTY",2227,"2 Congregate Living",1
"2021-05-08","BRANT COUNTY",2227,"3 Education",2
"2021-05-08","BRANT COUNTY",2227,"4 Workplace",4
"2021-05-08","BRANT COUNTY",2227,"5 Recreational",1
